id;estado_id;cidade_id;bairro_id;rua_id
95070330;43;4305108;1777;15101
96201440;43;4315602;4915;565
37002088;31;3170701;20;2039
30570000;31;3106200;1998;15102
59626470;24;2408003;1383;15103
94416330;43;4323002;516;15104
26170345;33;3300456;84;15105
84271040;41;4127106;4484;15106
58430745;25;2504009;1097;15107
79010360;50;5002704;8;12110
32183620;31;3118601;4916;15108
21235635;33;3304557;26;1460
32606650;31;3106705;3062;5624
74484255;52;5208707;4917;15109
29182088;32;3205002;3283;15110
94198010;43;4309209;3569;15111
61903315;23;2307650;4918;15112
30840000;31;3106200;1303;15113
21941620;33;3304557;4089;15114
54410798;26;2607901;450;15115
75095200;52;5201108;4919;15116
73270700;53;5300108;2148;15117
60310740;23;2304400;4920;15118
76909768;11;1100122;3947;700
88070320;42;4205407;4616;15119
26183660;33;3300456;22;4614
26373000;33;3304144;4921;15120
24130730;33;3303302;1892;15121
85050410;41;4109401;212;15122
75145145;52;5201108;1120;703
70730542;53;5300108;139;15123
21535540;33;3304557;1637;7347
25215482;33;3301702;4657;15124
64000460;22;2211001;20;15125
25211360;33;3301702;4922;15074
79830060;50;5003702;1335;15126
58424158;25;2504009;3211;15127
81220320;41;4106902;237;15128
79041910;50;5002704;4923;15129
99265970;43;4317558;20;15130
94967350;43;4303103;3984;2717
50760390;26;2611606;2110;15131
77006168;17;4117602;189;15132
71060245;53;5300108;279;15133
59628771;24;2408003;1660;15134
33902280;31;3154606;2384;15135
21760430;33;3304557;271;15136
87013100;41;4115200;2365;12898
94853560;43;4300604;541;15137
50110461;26;2611606;1424;15138
21044030;33;3304557;1276;852
33110030;31;3157807;2029;15139
76962254;11;1100049;4924;15026
24855336;33;3301900;1657;15140
29033035;32;3205309;4039;15141
32607794;31;3106705;2087;15142
49088103;28;2800308;2212;4316
69921001;12;5107206;4499;7627
91250210;43;4314902;1539;15143
59611382;24;2408003;1315;15144
66617505;15;2700805;793;15145
40283565;29;2927408;728;15146
76913023;11;1100122;4925;703
52030130;26;2611606;4279;975
64201235;22;2207702;208;15147
31998716;31;3106200;4926;15148
30525300;31;3106200;87;15149
73130900;53;5300108;4927;15150
65306330;21;4123600;4928;2688
97110850;43;4316907;334;15151
45987452;29;2931350;2099;7323
49040700;28;2800308;1692;15152
60831570;23;2304400;3000;15153
68501805;15;1504208;4929;15154
94425410;43;4323002;516;15155
22772090;33;3304557;654;15156
20921250;33;3304557;169;15157
61602235;23;2303709;4930;15158
89025010;42;4202404;348;9389
24230541;33;3303302;1343;15159
51340590;26;2611606;123;15160
74952185;52;5201405;2752;15161
68909830;16;1600303;213;15162
74356315;52;5208707;1898;15163
83706525;41;4101804;687;15164
70340907;53;5300108;47;15165
70853040;53;5300108;139;15166
62887295;23;2305233;283;15167
41350490;29;2927408;73;15168
24430645;33;3304904;2074;6310
60545255;23;2304400;530;15169
50110705;26;2611606;1424;3515
65090062;21;2111300;2131;5797
61943480;23;2307700;2830;15170
27520221;33;3304201;3139;15171
87014450;41;4115200;4931;15172
91791309;43;4314902;595;15173
40296340;29;2927408;4840;4213
53647555;26;2606804;3105;15174
93607290;43;4307609;1582;15175
83829004;41;4107652;1334;15176
70380733;53;5300108;47;15177
88338595;42;4202008;4932;15178
76876730;11;1100023;4933;15179
38046754;31;3170107;4398;15180
71882056;53;5300108;174;15181
86855971;41;4106852;20;15182
77006242;17;4117602;189;15183
52150149;26;2611606;693;15184
70648120;53;5300108;470;15185
21031330;33;3304557;840;8385
30421735;31;3106200;1288;15186
29937792;32;3204906;4876;35
30240231;31;3106200;2931;15187
38082414;31;3170107;4934;15188
21840254;33;3304557;631;15189
54720008;26;2613701;3366;15190
73809285;52;5208004;4935;15191
33840235;31;3154606;3737;15192
94450240;43;4323002;2347;15193
74970970;52;5201405;1119;3925
65304273;21;4123600;4936;15194
41385585;29;2927408;34;3045
89055535;42;4202404;2114;15195
91260712;43;4314902;1278;15196
96410180;43;4301602;227;15197
83302332;41;4119509;4937;15198
59025340;24;2408102;676;15199
74675130;52;5208707;514;15200
66065264;15;2700805;445;15201
58027539;25;2507507;38;1985
57018515;27;2704302;2309;6283
75712833;52;5205109;2247;6378
63503230;23;4110052;4938;15202
91250786;43;4314902;1278;15203
37130111;31;3101607;20;15204
69067471;13;1302603;99;15205
84025050;41;4119905;2289;2623
68626727;15;1505502;1092;15206
20040912;33;3304557;20;1751
72600304;53;5300108;223;15207
41231210;29;2927408;4145;15208
59115622;24;2408102;700;15209
24412335;33;3304904;1034;15210
77410560;17;1709500;4217;15211
35183006;31;3168705;169;70
88036500;42;4205407;660;15212
25240482;33;3301702;2254;15213
58830970;25;2507408;20;15214
26520705;33;3303203;1008;15215
77805135;17;1702109;331;8773
26266100;33;3303500;794;15216
36570059;31;3171303;20;15217
41830900;29;2927408;3777;158
68626408;15;1505502;602;619
50080150;26;2611606;856;15218
66635190;15;2700805;303;15219
89046574;42;4202404;1050;15220
57010785;27;2704302;4647;15221
61606515;23;2303709;1324;15222
91790322;43;4314902;595;7475
25675164;33;3303906;270;15223
94070410;43;4309209;4939;15224
32655072;31;3106705;99;835
26376110;33;3304144;988;11553
63031300;23;2307304;1298;15225
71590526;53;5300108;2610;15226
72152502;53;5300108;621;15227
93805784;43;4319901;382;6036
74988822;52;5201405;4940;1115
99034287;43;4314100;1460;15228
97020010;43;4316907;4941;15229
71660240;53;5300108;388;15230
84033142;41;4119905;1387;15231
31742476;31;3106200;2058;15232
29913130;32;3203205;3878;15233
49052180;28;2800308;4942;15234
49001048;28;2800308;42;15235
58025130;25;2507507;1693;15236
51275181;26;2611606;2192;15237
42741260;29;2919207;1631;15238
30830650;31;3106200;1303;15239
78750771;51;5107602;4943;15240
40484225;29;2927408;531;15241
73020045;53;5300108;4944;15242
91550680;43;4314902;78;15243
66070510;15;2700805;3064;15244
91140440;43;4314902;764;15245
55026722;26;2604106;1270;15246
71995451;53;5300108;322;15247
66077134;15;2700805;2164;15248
38408478;31;3170206;308;8826
33860490;31;3154606;1241;15249
74485852;52;5208707;2291;15250
79065205;50;5002704;3595;15251
24812480;33;3301900;4945;15252
76914760;11;1100122;212;4045
32342060;31;3118601;485;15253
24744420;33;3304904;1441;15254
68458380;15;1508100;208;176
76963778;11;1100049;20;15255
96202440;43;4315602;4765;15256
30690250;31;3106200;1868;15257
68710970;15;1504307;20;15258
66640675;15;2700805;1213;15259
59619780;24;2408003;496;15260
22795006;33;3304557;75;15261
53647690;26;2606804;3105;15262
57602100;27;2706307;1699;15263
65035300;21;2111300;89;15264
88115613;42;4216602;1402;15265
33826136;31;3154606;916;15266
28908700;33;3300704;175;15267
78008805;51;5103403;4946;15268
98783282;43;4317202;2385;15269
24753710;33;3304904;1540;15270
69006706;13;1302603;2872;15271
93819444;43;4319901;1032;6396
26163350;33;3300456;1731;15272
57310113;27;2700300;2413;15273
76963781;11;1100049;20;2406
49506291;28;2802908;2671;15274
89035070;42;4202404;1174;12864
91560000;43;4314902;78;15275
94015070;43;4309209;4661;15276
25974352;33;3305802;4947;15277
71655510;53;5300108;388;15278
57316195;27;2700300;3109;8921
23815205;33;3302007;20;3725
50980455;26;2611606;937;15279
25086564;33;3301702;4948;5664
22743750;33;3304557;1251;15280
94065400;43;4309209;757;15281
26311520;33;3304144;1008;15282
20950971;33;3304557;3658;311
85064250;41;4109401;3970;15283
99070080;43;4314100;3302;431
54515210;26;2602902;123;15284
27935210;33;3302403;3408;15285
93120220;43;4318705;591;5240
26150095;33;3300456;444;15286
20730120;33;3304557;130;15287
68512668;15;1504208;132;15288
89069350;42;4202404;706;15289
21545370;33;3304557;4360;15290
35022606;31;3127701;513;15291
26193080;33;3300456;221;15292
89219750;42;4209102;4949;15293
75080040;52;5201108;3022;15294
68026065;15;1506807;9;630
63106140;23;2304202;4950;15295
41307175;29;2927408;233;15296
35182084;31;3168705;22;4949
86042490;41;4113700;2400;15297
58300180;25;2513703;20;6890
96205510;43;4315602;556;15298
56503715;26;2601201;169;15299
40720426;29;2927408;120;15300
53585271;26;2600054;3067;15301
87023130;41;4115200;1933;15302
21921230;33;3304557;2893;15303
59612220;24;2408003;981;15304
75106315;52;5201108;2288;53
79333030;50;5003207;1687;15305
25912163;33;3302502;2338;7874
68040590;15;1506807;875;15306
60810230;23;2304400;3731;15307
64084030;22;2211001;1186;15308
29260970;32;3201902;20;5602
26113251;33;3300456;685;15309
26112230;33;3300456;20;4821
87005110;41;4115200;4951;14830
54325598;26;2607901;586;15310
57246140;27;2708600;1256;15311
45037432;29;2933307;163;15312
41385390;29;2927408;34;15313
78130673;51;5108402;435;15314
94180580;43;4309209;4952;15315
40321145;29;2927408;457;15316
68040970;15;1506807;4494;15317
58309644;25;2501807;4925;15318
23520333;33;3304557;351;1096
68200971;15;1500404;4953;15319
44071708;29;2910800;760;15320
25545272;33;3305109;3136;15321
82220422;41;4106902;193;15322
52031380;26;2611606;281;4065
92130760;43;4304606;352;15323
58421365;25;2504009;4624;15324
63050170;23;2307304;496;15325
95070670;43;4305108;99;15326
40735410;29;2927408;120;15327
77006262;17;4117602;189;15328
88106825;42;4216602;1384;15329
39447592;31;3135100;2179;2404
25245410;33;3301702;1491;15330
87070340;41;4115200;3578;15331
73366289;53;5300108;4954;753
25928184;33;3302502;4955;15332
67125195;15;1500800;285;2418
63901005;23;2311306;677;1247
56506913;26;2601201;20;15333
91120102;43;4314902;490;15334
76829724;11;1100205;308;15335
69060332;13;1302603;138;15336
83411680;41;4105805;211;15337
66120080;15;2700805;896;15338
31140505;31;3106200;1526;9535
23555308;33;3304557;351;15339
66842335;15;2700805;4560;15340
74694050;52;5208707;4956;4346
74394415;52;5208707;3736;15341
75064030;52;5201108;627;9087
88090460;42;4205407;1801;15342
73801370;52;5208004;20;15343
91792080;43;4314902;595;15344
24470005;33;3304904;1839;3997
26376130;33;3304144;988;15345
40820045;29;2927408;293;15346
64058226;22;2211001;4559;15347
61932542;23;2307650;2050;15348
20961170;33;3304557;430;15349
36230970;31;3106804;20;15350
59633120;24;2408003;1994;15351
93113122;43;4318705;563;15352
29941532;32;3204906;496;15353
23946220;33;3300100;2414;15354
83505740;41;4100400;991;15355
71996620;53;5300108;322;15356
70452901;53;5300108;47;15357
77024452;17;4117602;743;15358
52130295;26;2611606;1246;15359
61925200;23;2307650;135;15360
35300244;31;3113404;66;15361
53441207;26;2610707;1189;15362
79822213;50;5003702;442;15363
89510534;42;4203006;4957;15364
41500360;29;2927408;169;15365
76872838;11;1100023;1236;3006
53040140;26;2609600;124;15366
88370060;42;4211306;20;15367
60533110;23;2304400;2376;15368
55193499;26;2612505;4958;3393
34505420;31;3156700;20;15369
70350515;53;5300108;47;15370
68928139;16;2928208;1141;15371
41515156;29;2927408;2641;15372
52160415;26;2611606;693;13829
32600224;31;3106705;20;280
81210522;41;4106902;237;15373
66030180;15;2700805;24;15374
58407378;25;2504009;3940;15375
41336405;29;2927408;443;15376
84605565;41;4128203;23;15377
67120423;15;1500800;384;15378
95112439;43;4305108;60;15379
52031160;26;2611606;281;15380
54490202;26;2607901;588;15381
50060010;26;2611606;205;2774
58020590;25;2507507;1959;15382
72621202;53;5300108;223;15383
51130000;26;2611606;1112;3687
83503160;41;4100400;2343;3623
87084016;41;4115200;4959;15384
60360725;23;2304400;1367;15385
32657410;31;3106705;4960;2484
69060066;13;1302603;138;15386
79006060;50;5002704;4961;15387
30510450;31;3106200;3700;15388
32015730;31;3118601;1506;10468
77404040;17;1709500;3032;15389
24810144;33;3301900;3582;15390
29016295;32;3205309;20;7329
44082030;29;2910800;4306;15391
79843518;50;5003702;4962;15392
70305905;53;5300108;47;15393
86044330;41;4113700;4633;6017
79839078;50;5003702;4220;15394
26450170;33;3302270;2783;4754
60744450;23;2304400;1624;15395
58102054;25;2503209;4963;15396
61944350;23;2307700;2544;2779
80710640;41;4106902;4666;15397
95060580;43;4305108;2621;15398
26379010;33;3304144;2161;15399
66113225;15;2700805;13;15400
27211430;33;3306305;3217;15401
60743286;23;2304400;1624;15402
95090075;43;4305108;4703;15403
87023495;41;4115200;4681;15404
56309420;26;2611101;4740;15405
23913340;33;3300100;4964;15406
41480060;29;2927408;4521;15407
83823299;41;4107652;576;15408
50870245;26;2611606;562;15409
89046305;42;4202404;630;15410
72002460;53;5300108;1806;15411
30692290;31;3106200;2498;15412
30130927;31;3106200;20;15413
75711050;52;5205109;4850;7795
24919595;33;3302700;1914;15414
93224210;43;4320008;3850;15415
28080199;33;3301009;2015;15416
47150973;29;2928406;4965;15417
59090085;24;2408102;592;15418
90020024;43;4314902;2822;15419
40310820;29;2927408;1328;15420
22260020;33;3304557;2136;12160
87062235;41;4115200;4629;15421
60110355;23;2304400;1583;12330
28013033;33;3301009;20;15422
36774089;31;3115300;4966;15423
89875970;42;4217956;20;15424
44065790;29;2910800;372;15425
93222065;43;4320008;1193;13877
24857552;33;3301900;3936;176
58025340;25;2507507;1693;15426
38425472;31;3170206;153;15427
33840005;31;3154606;3737;15428
57062430;27;2704302;99;15429
48609144;29;2924009;3882;460
41600275;29;2927408;1020;15430
77816782;17;1702109;4967;15431
69314382;14;2502151;4968;6278
76960320;11;1100049;1743;15432
52190320;26;2611606;846;15433
96212060;43;4315602;4969;15434
36090500;31;3136702;842;15435
74313160;52;5208707;1096;15436
80215300;41;4106902;4970;15437
23811433;33;3302007;815;15438
58102096;25;2503209;4963;15439
29025738;32;3205309;3798;15440
29940612;32;3204906;219;15441
77001366;17;4117602;189;15442
25214120;33;3301702;561;15443
40713296;29;2927408;180;15444
52070370;26;2611606;2862;15445
88049115;42;4205407;2401;15446
97509766;43;4322400;4971;15447
23040090;33;3304557;281;15448
58309862;25;2501807;3261;15449
41905110;29;2927408;218;15450
26143094;33;3300456;481;15451
58103556;25;2503209;2968;15452
94824830;43;4300604;4972;15453
26510115;33;3303203;1771;5960
26520790;33;3303203;1008;15454
44090764;29;2910800;141;15455
56306180;26;2611101;4973;15456
20299914;33;3304557;16;5602
97037128;43;4316907;1418;15457
60331131;23;2304400;699;15458
41351520;29;2927408;73;15459
68508400;15;1504208;132;15460
54430210;26;2607901;1332;3466
31980070;31;3106200;1725;15461
27965971;33;3302403;2898;15462
72339106;53;5300108;560;15463
40713155;29;2927408;180;3515
79002005;50;5002704;20;15464
23591160;33;3304557;351;15465
55038125;26;2604106;205;15466
55605180;26;2616407;4055;15467
22770020;33;3304557;4436;15468
24804000;33;3301900;528;101
68501592;15;1504208;4544;9080
38052194;31;3170107;4974;15469
53413150;26;2610707;1179;15470
38740090;31;3148103;20;15471
22451000;33;3304557;4975;15472
23548160;33;3304557;679;15473
80310360;41;4106902;948;15474
74937684;52;5201405;4976;15475
27948343;33;3302403;4771;15476
60520590;23;2304400;1276;13314
87502400;41;4128104;232;5708
76980654;11;1100304;4433;807
87030300;41;4115200;4266;3362
23045590;33;3304557;281;15477
23520315;33;3304557;351;15478
71587330;53;5300108;471;15479
53550310;26;2600054;809;15480
51290180;26;2611606;123;10578
22431050;33;3304557;1011;15481
49038038;28;2800308;2033;15482
76964008;11;1100049;4977;11528
88514685;42;4209300;4978;14741
41505100;29;2927408;1765;15483
20396265;33;3304557;2969;15484
26587855;33;3302858;2483;15485
33933580;31;3154606;1937;7967
97032460;43;4316907;465;15486
75145280;52;5201108;1120;53
59628590;24;2408003;1660;15487
75710742;52;5205109;4979;15488
50761600;26;2611606;2559;13877
95010003;43;4305108;20;15489
69400080;13;1302504;4088;7894
26170260;33;3300456;84;1652
30441021;31;3106200;4980;14062
32230260;31;3118601;135;2788
41490364;29;2927408;3232;15490
54783300;26;2603454;505;15491
83085042;41;4125506;4981;15492
31050640;31;3106200;497;15493
87030180;41;4115200;2402;15494
30315232;31;3106200;3457;15495
74645060;52;5208707;2150;15496
91230758;43;4314902;1206;15497
40321105;29;2927408;457;15498
41505020;29;2927408;1765;15499
38421564;31;3170206;4533;15500
99064003;43;4314100;169;15501
72426155;53;5300108;1025;15502
29947040;32;3204906;1224;15503
44046516;29;2910800;1066;15504
72405555;53;5300108;880;15505
98130972;43;4311205;4982;15506
32242090;31;3118601;1228;14621
73808616;52;5208004;4983;15507
53050142;26;2609600;1801;15508
54260223;26;2607901;325;15509
55012360;26;2604106;1121;15510
63908075;23;2311306;800;7561
37031320;31;3170701;4984;15511
52031303;26;2611606;281;15512
20920470;33;3304557;418;15513
48603135;29;2924009;4429;15514
40279310;29;2927408;144;15515
38045190;31;3170107;4985;15516
68630812;15;1505502;2311;15517
68010285;15;1506807;691;2855
66635355;15;2700805;303;15518
45065367;29;2933307;310;15519
34505790;31;3156700;20;15520
22710970;33;3304557;522;15521
32621267;31;3106705;4791;15522
42708860;29;2919207;3397;15523
37026620;31;3170701;4986;15524
70276400;53;5300108;47;15525
75085830;52;5201108;4987;15526
86604428;41;4122404;2275;15527
41490314;29;2927408;3232;15528
91550025;43;4314902;78;15529
22723770;33;3304557;898;15530
24815400;33;3301900;4988;15531
33925605;31;3154606;3265;471
28910320;33;3300704;4989;3724
74990555;52;5201405;4990;7627
58083416;25;2507507;2710;15532
74830290;52;5208707;1191;15533
85025240;41;4109401;2493;15534
83707250;41;4101804;2706;15535
45613216;29;2914802;4793;15536
60525233;23;2304400;3727;15537
25710130;33;3303906;461;15538
93048083;43;4318705;569;15539
24715551;33;3304904;1762;15540
60455370;23;2304400;2819;15541
28080050;33;3301009;4991;15542
60360320;23;2304400;1367;15543
20261310;33;3304557;3013;15544
58028455;25;2507507;1136;15545
24721485;33;3304904;3149;15546
67103370;15;1500800;463;15547
40221490;29;2927408;1552;15548
40713370;29;2927408;180;15549
25912000;33;3302502;3619;15550
94415660;43;4323002;20;15551
62010001;23;2312908;20;15552
68140970;15;1508159;20;15553
69060705;13;1302603;138;15554
57052490;27;2704302;1415;15555
79107000;50;5002704;3270;15556
62030780;23;2312908;4592;15557
30421560;31;3106200;1288;15558
27350140;33;3300407;1880;15559
92035027;43;4304606;343;15560
52041581;26;2611606;4992;15561
56502215;26;2601201;563;6492
27283160;33;3306305;4993;15562
94150380;43;4309209;2344;241
74691430;52;5208707;4994;15563
63507180;23;4110052;4995;1350
96422230;43;4301602;4996;15564
78128531;51;5108402;2011;15565
31170100;31;3106200;16;15566
36036330;31;3136702;422;15567
95055073;43;4305108;4046;15568
21625400;33;3304557;35;15569
72621404;53;5300108;223;15570
60751790;23;2304400;557;15571
23520660;33;3304557;351;15572
73366753;53;5300108;4997;527
75096250;52;5201108;1126;15573
28090400;33;3301009;4998;15574
88115669;42;4216602;1402;15575
25271240;33;3301702;1651;15576
39447036;31;3135100;496;15577
22620901;33;3304557;75;15578
74976170;52;5201405;1811;15579
23098320;33;3304557;691;15580
22743041;33;3304557;4436;15581
60748291;23;2304400;557;15582
72322610;53;5300108;560;15583
22723424;33;3304557;522;15584
72890054;52;5205497;1423;4553
44028520;29;2910800;1361;15585
56512825;26;2601201;169;1387
72220246;53;5300108;321;15586
74910010;52;5201405;3951;15587
95914080;43;4311403;617;15588
53625642;26;2606804;1508;15589
29221190;32;3202405;354;3470
41927145;29;2927408;351;2530
83090330;41;4125506;618;15590
54170700;26;2607901;1640;15591
21840530;33;3304557;631;15592
52080240;26;2611606;158;15593
22750005;33;3304557;1353;15594
66020655;15;2700805;192;15595
75710766;52;5205109;4999;15596
36071450;31;3136702;496;15597
21931097;33;3304557;514;15598
75113360;52;5201108;1633;15599
79063340;50;5002704;5000;15600
31630220;31;3106200;1473;15601
56503518;26;2601201;169;15602
28030415;33;3301009;4462;15603
26020480;33;3303500;68;15604
36038135;31;3136702;563;15605
78705893;51;5107602;5001;15606
89082229;42;4207502;934;15607
66635035;15;2700805;303;15608
24856068;33;3301900;3836;15609
73368260;53;5300108;1182;15610
32641746;31;3106705;429;15611
45032180;29;2933307;5002;15612
32600142;31;3106705;20;15613
54762442;26;2603454;797;15614
77080087;17;4117602;4873;15615
74320350;52;5208707;3223;15616
92200513;43;4304606;249;15617
26317452;33;3304144;4454;15618
26315210;33;3304144;2436;15619
36047390;31;3136702;5003;15620
72834650;52;5212501;5004;7627
88090345;42;4205407;4376;15621
74393020;52;5208707;4491;15622
54270120;26;2607901;511;15623
23895005;33;3305554;2916;12600
75712825;52;5205109;5005;15624
25922440;33;3302502;3600;15625
85804370;41;4104808;1219;8972
66113016;15;2700805;13;15626
54737170;26;2613701;3280;15627
30668158;31;3106200;5006;2788
41347575;29;2927408;385;15628
90640090;43;4314902;1085;15629
91150033;43;4314902;824;15630
95110105;43;4305108;2834;15631
65302365;21;4123600;2237;2707
93617240;43;4307609;281;8377
79022392;50;5002704;5007;15632
81810490;41;4106902;374;15633
75524345;52;5211503;4336;12585
89083440;42;4207502;4659;15634
54353253;26;2607901;210;15635
79117582;50;5002704;5008;15636
54515573;26;2602902;286;15637
57240350;27;2708600;5009;15638
26032420;33;3303500;2084;1771
21832145;33;3304557;70;15639
41830395;29;2927408;3777;15640
20511270;33;3304557;304;15641
89035187;42;4202404;1174;15642
57062643;27;2704302;99;15643
72465382;53;5300108;1980;15644
31360410;31;3106200;4783;15645
61940110;23;2307700;20;15646
88525265;42;4209300;1401;15647
26330450;33;3304144;772;15648
24808384;33;3301900;61;15649
44031001;29;2910800;1479;14043
76874052;11;1100023;5010;4557
23076010;33;3304557;281;15650
57017166;27;2704302;1301;15651
75085114;52;5201108;5011;15652
86191822;41;4103701;5012;15653
90410007;43;4314902;99;15654
89224055;42;4209102;3902;15655
81930163;41;4106902;3014;15656
31570000;31;3106200;866;1167
89080015;42;4207502;20;3111
58033050;25;2507507;4365;15657
94198195;43;4309209;529;15658
25655395;33;3303906;3114;15659
88501020;42;4209300;20;15660
55032270;26;2604106;99;4412
70710916;53;5300108;139;15661
88317516;42;4208203;777;15662
51170900;26;2611606;1623;6038
53160390;26;2609600;2335;15663
72329561;53;5300108;560;15664
51320300;26;2611606;123;15665
70856120;53;5300108;139;15666
41750135;29;2927408;2522;15667
91786292;43;4314902;3073;15668
54765000;26;2603454;1086;15669
87005060;41;4115200;2709;15670
35182026;31;3168705;5013;15671
27267010;33;3306305;5014;15672
51190620;26;2611606;2462;15673
40353720;29;2927408;142;15674
53640113;26;2606804;401;15675
60355710;23;2304400;4103;15676
97037024;43;4316907;1418;15677
76820156;11;1100205;1858;2035
74989830;52;5201405;4192;15678
21852190;33;3304557;631;15679
89068027;42;4202404;706;15680
41321475;29;2927408;1333;15681
79321885;50;5003207;2527;3466
49510475;28;2802908;4109;15682
25675003;33;3303906;270;15683
76870656;11;1100023;2187;3935
94850430;43;4300604;541;1991
54325632;26;2607901;586;15684
32600462;31;3106705;732;10240
76824595;11;1100205;1298;15685
60335240;23;2304400;2065;15686
78080090;51;5103403;1516;15687
40327550;29;2927408;89;15688
68180230;15;1503606;9;15689
61652045;23;2303709;844;15690
72885882;52;5205497;3356;3727
66923260;15;2700805;5015;4510
62022490;23;2312908;2194;15691
25755290;33;3303906;110;15692
66032445;15;2700805;445;15693
74884582;52;5208707;4275;15694
98025640;43;4306106;2987;15695
74481230;52;5208707;790;15696
58804102;25;2516201;5016;15697
59635110;24;2408003;613;15698
70763080;53;5300108;139;15699
72010904;53;5300108;1832;15700
21311050;33;3304557;5017;15701
27274060;33;3306305;1015;15702
41830910;29;2927408;3777;158
70866550;53;5300108;139;15703
90130040;43;4314902;3749;15704
40010050;29;2927408;2235;15705
65035334;21;2111300;5018;15706
88372796;42;4211306;2026;15707
66065800;15;2700805;976;15708
26060610;33;3303500;3587;1546
93346170;43;4313409;99;15709
95074115;43;4305108;664;15710
97504892;43;4322400;3045;15711
50850316;26;2611606;1439;15712
78720513;51;5107602;3579;15713
91780020;43;4314902;4090;15714
70655052;53;5300108;739;15715
66643605;15;2700805;853;15716
28625610;33;3303401;5019;15717
86031500;41;4113700;5020;15718
81520520;41;4106902;1717;15719
74946640;52;5201405;5021;15720
40320555;29;2927408;457;15721
51340221;26;2611606;123;15722
63905603;23;2311306;2750;15723
64048360;22;2211001;607;15724
89036740;42;4202404;395;15725
36016540;31;3136702;1687;15726
74330340;52;5208707;134;15727
35063106;31;3127701;2994;2301
79640698;50;5008305;5022;15728
27123180;33;3300308;20;15729
23826070;33;3302007;2302;15730
70875090;53;5300108;139;15731
68501253;15;1504208;89;15732
67125773;15;1500800;285;15733
76812310;11;1100205;636;3203
58804715;25;2516201;3531;15734
89282650;42;4215802;702;15735
89068254;42;4202404;706;15736
94945190;43;4303103;1890;15737
61620370;23;2303709;1343;15738
23045060;33;3304557;281;15739
89711330;42;4204301;629;15740
71215640;53;5300108;1106;15741
23068045;33;3304557;1198;15742
80010170;41;4106902;20;15743
38051121;31;3170107;3083;15744
72630206;53;5300108;223;15745
83823060;41;4107652;576;4271
93225550;43;4320008;3416;15746
23094470;33;3304557;691;4848
67125652;15;1500800;285;15747
32655574;31;3106705;254;15748
74736045;52;5208707;3744;15749
41311355;29;2927408;260;15750
29211230;32;3202405;9;15751
24921484;33;3302700;2120;15752
79831270;50;5003702;900;15753
36092080;31;3136702;2010;15754
72002250;53;5300108;1806;15755
22713150;33;3304557;522;15756
61618430;23;2303709;5023;15757
25720150;33;3303906;2472;15758
98805795;43;4317509;170;15759
58025035;25;2507507;1693;15760
49004415;28;2800308;2592;15761
41330400;29;2927408;443;5648
33935495;31;3154606;1843;15762
83709445;41;4101804;102;15763
25240493;33;3301702;390;15764
23555110;33;3304557;351;15765
22743580;33;3304557;1251;15766
95098652;43;4305108;1183;15767
56332040;26;2611101;2409;15768
45009315;29;2933307;3257;15769
88104060;42;4216602;4232;15770
41180900;29;2927408;3806;15771
64042188;22;2211001;4292;15772
72883526;52;5205497;1976;15773
61903060;23;2307650;4918;15774
41195055;29;2927408;1063;15775
22452700;33;3304557;1764;1067
41611051;29;2927408;2396;15776
28090266;33;3301009;3693;11705
84270260;41;4127106;5024;15777
63030030;23;2307304;302;15778
89500785;42;4203006;978;15779
31140250;31;3106200;726;15780
54525005;26;2602902;609;15781
33860180;31;3154606;1635;15782
49067228;28;2800308;1354;15783
58703274;25;2510808;2034;15784
91770530;43;4314902;1402;15785
85503417;41;4118501;2244;15786
26413524;33;3302270;5025;8036
21720320;33;3304557;1696;15787
73403136;53;5300108;2463;15788
45077072;29;2933307;428;15789
27511230;33;3304201;20;15790
45032120;29;2933307;5002;15791
29947005;32;3204906;1224;15792
31210650;31;3106200;468;12483
75110450;52;5201108;2982;15793
94935211;43;4303103;5026;14608
74223060;52;5208707;3107;15794
85031270;41;4109401;1156;15795
81240070;41;4106902;555;15796
93130160;43;4318705;902;15797
89814200;42;4204202;20;2912
76828016;11;1100205;1705;15798
40335710;29;2927408;194;15799
89265517;42;4208906;1979;15800
59619290;24;2408003;981;15801
55194499;26;2612505;1162;15802
68005190;15;1506807;2906;3581
73808165;52;5208004;5027;3724
71881809;53;5300108;174;15803
72444112;53;5300108;1980;15804
91410280;43;4314902;4971;15805
36920972;31;3154150;20;1144
25808220;33;3306008;561;15806
26167211;33;3300456;1034;15807
45075901;29;2933307;1147;15808
23515220;33;3304557;351;15809
33820212;31;3154606;914;15810
80030070;41;4106902;2817;15811
32600012;31;3106705;20;15812
27230010;33;3306305;5028;3606
74583266;52;5208707;4395;15813
34516118;31;3156700;5029;15814
30575857;31;3106200;1981;15815
56903234;26;2613909;718;15816
62040130;23;2312908;3213;15817
57052422;27;2704302;1415;15818
61812450;23;2804904;1637;15819
33935520;31;3154606;1843;12649
93212600;43;4320008;2100;15820
78115844;51;5108402;694;15821
74705100;52;5208707;645;339
71730140;53;5300108;4760;2755
21351130;33;3304557;2663;15822
27286299;33;3306305;3084;15823
41310245;29;2927408;260;15824
69920169;12;5107206;328;15825
41330605;29;2927408;443;15826
75710640;52;5205109;5030;5069
23052120;33;3304557;281;15827
51230485;26;2611606;82;15828
75097005;52;5201108;5031;15829
