id;pessoa_id;data_ocorrencia
6668;6668;2021-09-01
6669;6669;2021-11-28
6670;6670;2021-11-21
6671;6671;2022-02-20
6672;6672;2021-09-29
6673;6673;2021-08-23
6674;6674;2022-05-01
6675;6675;2022-06-03
6676;6676;2022-04-03
6677;6677;2022-02-10
6678;6678;2022-06-07
6679;6679;2022-01-07
6680;6680;2022-02-13
6681;6681;2021-07-06
6682;6682;2021-10-01
6683;6683;2022-01-15
6684;6684;2021-07-23
6685;6685;2021-06-17
6686;6686;2022-01-30
6687;6687;2022-04-23
6688;6688;2022-05-10
6689;6689;2022-03-24
6690;6690;2021-07-28
6691;6691;2022-02-07
6692;6692;2022-03-05
6693;6693;2022-03-26
6694;6694;2022-06-02
6695;6695;2022-06-03
6696;6696;2022-05-08
6697;6697;2021-06-21
6698;6698;2021-11-30
6699;6699;2022-02-09
6700;6700;2022-04-08
6701;6701;2022-02-26
6702;6702;2021-09-15
6703;6703;2022-05-28
6704;6704;2021-08-27
6705;6705;2022-02-24
6706;6706;2022-01-05
6707;6707;2022-02-05
6708;6708;2022-04-17
6709;6709;2021-06-25
6710;6710;2021-08-05
6711;6711;2022-04-28
6712;6712;2022-01-30
6713;6713;2022-01-24
6714;6714;2022-02-25
6715;6715;2022-03-19
6716;6716;2022-03-04
6717;6717;2021-10-27
6718;6718;2022-05-30
6719;6719;2021-11-04
6720;6720;2021-07-18
6721;6721;2022-02-16
6722;6722;2022-01-22
6723;6723;2022-02-24
6724;6724;2022-04-07
6725;6725;2022-03-08
6726;6726;2021-06-19
6727;6727;2022-02-11
6728;6728;2022-04-01
6729;6729;2022-03-16
6730;6730;2021-12-16
6731;6731;2022-03-29
6732;6732;2021-08-31
6733;6733;2021-09-06
6734;6734;2021-11-02
6735;6735;2021-07-21
6736;6736;2022-01-10
6737;6737;2022-04-27
6738;6738;2022-04-02
6739;6739;2021-12-04
6740;6740;2021-09-11
6741;6741;2021-12-19
6742;6742;2021-12-14
6743;6743;2022-01-21
6744;6744;2021-10-26
6745;6745;2021-09-27
6746;6746;2022-04-25
6747;6747;2021-07-27
6748;6748;2022-01-19
6749;6749;2021-12-18
6750;6750;2021-07-25
6751;6751;2022-05-21
6752;6752;2021-10-19
6753;6753;2022-04-16
6754;6754;2021-11-17
6755;6755;2021-06-25
6756;6756;2022-04-29
6757;6757;2021-11-28
6758;6758;2021-09-18
6759;6759;2021-08-29
6760;6760;2022-03-02
6761;6761;2022-02-10
6762;6762;2021-06-20
6763;6763;2021-08-28
6764;6764;2021-10-31
6765;6765;2022-02-23
6766;6766;2021-08-19
6767;6767;2021-06-19
6768;6768;2021-11-30
6769;6769;2021-10-22
6770;6770;2021-12-14
6771;6771;2021-10-20
6772;6772;2022-02-07
6773;6773;2021-07-06
6774;6774;2021-08-13
6775;6775;2021-12-27
6776;6776;2021-07-24
6777;6777;2022-03-14
6778;6778;2021-08-12
6779;6779;2022-06-13
6780;6780;2021-11-17
6781;6781;2021-09-19
6782;6782;2021-08-08
6783;6783;2021-12-08
6784;6784;2021-10-24
6785;6785;2021-07-06
6786;6786;2022-05-19
6787;6787;2021-12-18
6788;6788;2021-07-26
6789;6789;2022-04-19
6790;6790;2022-04-04
6791;6791;2021-07-26
6792;6792;2021-09-06
6793;6793;2021-06-21
6794;6794;2021-12-03
6795;6795;2022-02-19
6796;6796;2022-05-27
6797;6797;2022-02-03
6798;6798;2021-08-25
6799;6799;2021-09-29
6800;6800;2021-09-23
6801;6801;2022-01-30
6802;6802;2022-05-03
6803;6803;2022-01-09
6804;6804;2022-06-05
6805;6805;2022-04-02
6806;6806;2021-08-17
6807;6807;2021-11-27
6808;6808;2022-04-01
6809;6809;2021-11-25
6810;6810;2021-11-11
6811;6811;2022-03-08
6812;6812;2022-02-21
6813;6813;2021-12-08
6814;6814;2022-02-20
6815;6815;2022-02-20
6816;6816;2022-04-29
6817;6817;2021-06-23
6818;6818;2021-11-04
6819;6819;2022-06-14
6820;6820;2022-05-10
6821;6821;2022-02-22
6822;6822;2022-05-08
6823;6823;2022-05-25
6824;6824;2021-07-19
6825;6825;2021-12-29
6826;6826;2022-03-01
6827;6827;2022-01-16
6828;6828;2021-07-29
6829;6829;2022-05-26
6830;6830;2021-11-18
6831;6831;2021-10-21
6832;6832;2022-03-22
6833;6833;2022-01-22
6834;6834;2022-04-04
6835;6835;2021-11-24
6836;6836;2022-03-14
6837;6837;2022-06-05
6838;6838;2021-12-19
6839;6839;2022-05-23
6840;6840;2022-02-06
6841;6841;2021-07-26
6842;6842;2021-10-30
6843;6843;2022-04-24
6844;6844;2021-12-17
6845;6845;2022-05-30
6846;6846;2022-05-04
6847;6847;2022-01-06
6848;6848;2021-12-01
6849;6849;2022-02-14
6850;6850;2021-12-03
6851;6851;2022-02-14
6852;6852;2022-03-11
6853;6853;2021-10-20
6854;6854;2021-07-26
6855;6855;2022-06-04
6856;6856;2021-06-16
6857;6857;2022-04-14
6858;6858;2022-03-19
6859;6859;2021-12-14
6860;6860;2021-10-06
6861;6861;2021-07-25
6862;6862;2021-12-24
6863;6863;2022-03-31
6864;6864;2022-02-06
6865;6865;2021-10-15
6866;6866;2021-06-30
6867;6867;2021-09-14
6868;6868;2021-11-29
6869;6869;2021-07-22
6870;6870;2021-08-11
6871;6871;2021-10-30
6872;6872;2021-12-12
6873;6873;2022-02-19
6874;6874;2021-07-17
6875;6875;2021-07-01
6876;6876;2022-03-30
6877;6877;2021-07-21
6878;6878;2022-03-04
6879;6879;2021-09-01
6880;6880;2022-01-21
6881;6881;2021-09-04
6882;6882;2022-01-22
6883;6883;2021-07-06
6884;6884;2021-09-04
6885;6885;2022-04-02
6886;6886;2022-01-28
6887;6887;2021-07-30
6888;6888;2021-09-18
6889;6889;2021-07-12
6890;6890;2022-02-15
6891;6891;2022-01-26
6892;6892;2021-10-29
6893;6893;2021-10-09
6894;6894;2021-07-07
6895;6895;2021-10-17
6896;6896;2021-08-04
6897;6897;2022-04-08
6898;6898;2021-08-20
6899;6899;2021-12-26
6900;6900;2022-05-05
6901;6901;2021-06-21
6902;6902;2022-01-08
6903;6903;2021-12-30
6904;6904;2022-01-17
6905;6905;2021-09-22
6906;6906;2021-11-04
6907;6907;2022-03-10
6908;6908;2022-03-15
6909;6909;2022-06-12
6910;6910;2022-01-08
6911;6911;2021-12-13
6912;6912;2021-08-24
6913;6913;2021-08-09
6914;6914;2022-02-15
6915;6915;2022-05-07
6916;6916;2021-10-31
6917;6917;2021-12-16
6918;6918;2022-06-03
6919;6919;2021-08-12
6920;6920;2022-03-25
6921;6921;2021-09-13
6922;6922;2021-09-18
6923;6923;2022-02-20
6924;6924;2021-09-23
6925;6925;2021-06-25
6926;6926;2022-02-06
6927;6927;2021-09-24
6928;6928;2021-09-12
6929;6929;2021-12-20
6930;6930;2021-12-01
6931;6931;2021-09-18
6932;6932;2022-05-17
6933;6933;2021-06-29
6934;6934;2022-02-04
6935;6935;2021-11-30
6936;6936;2022-03-25
6937;6937;2021-09-17
6938;6938;2021-12-29
6939;6939;2022-05-16
6940;6940;2022-04-06
6941;6941;2021-11-30
6942;6942;2021-10-11
6943;6943;2021-11-04
6944;6944;2021-12-29
6945;6945;2022-06-07
6946;6946;2021-12-02
6947;6947;2021-12-08
6948;6948;2021-06-19
6949;6949;2022-01-20
6950;6950;2022-02-28
6951;6951;2022-04-01
6952;6952;2021-11-04
6953;6953;2021-08-25
6954;6954;2022-04-11
6955;6955;2021-10-19
6956;6956;2021-07-09
6957;6957;2022-04-05
6958;6958;2022-03-05
6959;6959;2021-10-21
6960;6960;2022-02-09
6961;6961;2021-07-22
6962;6962;2021-08-07
6963;6963;2021-09-12
6964;6964;2021-07-12
6965;6965;2021-07-05
6966;6966;2022-02-25
6967;6967;2021-12-01
6968;6968;2021-07-13
6969;6969;2022-04-17
6970;6970;2021-11-17
6971;6971;2021-12-30
6972;6972;2022-01-03
6973;6973;2022-06-04
6974;6974;2021-09-28
6975;6975;2021-06-26
6976;6976;2022-05-22
6977;6977;2022-06-11
6978;6978;2021-06-29
6979;6979;2022-02-19
6980;6980;2021-11-25
6981;6981;2021-07-14
6982;6982;2021-09-02
6983;6983;2021-12-18
6984;6984;2021-08-30
6985;6985;2021-07-08
6986;6986;2021-11-29
6987;6987;2022-01-23
6988;6988;2022-01-12
6989;6989;2021-11-24
6990;6990;2021-08-16
6991;6991;2021-07-26
6992;6992;2022-03-11
6993;6993;2021-07-10
6994;6994;2021-07-05
6995;6995;2022-04-20
6996;6996;2021-10-29
6997;6997;2021-07-10
6998;6998;2021-09-19
6999;6999;2021-11-08
7000;7000;2021-09-04
7001;7001;2021-07-21
7002;7002;2022-05-25
7003;7003;2021-06-26
7004;7004;2022-01-31
7005;7005;2022-04-10
7006;7006;2021-07-18
7007;7007;2022-06-06
7008;7008;2021-08-10
7009;7009;2022-02-22
7010;7010;2021-08-03
7011;7011;2022-02-16
7012;7012;2021-07-23
7013;7013;2022-05-04
7014;7014;2022-01-21
7015;7015;2021-09-17
7016;7016;2022-04-04
7017;7017;2021-09-11
7018;7018;2021-07-01
7019;7019;2021-11-20
7020;7020;2022-02-06
7021;7021;2021-07-19
7022;7022;2021-07-05
7023;7023;2021-07-05
7024;7024;2022-06-02
7025;7025;2022-01-25
7026;7026;2021-09-26
7027;7027;2022-06-12
7028;7028;2022-05-12
7029;7029;2022-03-31
7030;7030;2021-09-06
7031;7031;2022-02-17
7032;7032;2022-04-26
7033;7033;2021-11-24
7034;7034;2021-09-27
7035;7035;2022-02-20
7036;7036;2021-11-02
7037;7037;2022-03-09
7038;7038;2021-10-29
7039;7039;2021-10-24
7040;7040;2022-01-24
7041;7041;2022-04-22
7042;7042;2021-12-14
7043;7043;2021-11-29
7044;7044;2021-10-01
7045;7045;2021-10-02
7046;7046;2021-12-02
7047;7047;2022-02-27
7048;7048;2022-01-11
7049;7049;2021-10-31
7050;7050;2021-06-24
7051;7051;2022-03-27
7052;7052;2021-12-01
7053;7053;2021-12-18
7054;7054;2021-10-14
7055;7055;2021-12-19
7056;7056;2022-01-08
7057;7057;2022-05-24
7058;7058;2022-01-02
7059;7059;2022-05-29
7060;7060;2021-08-20
7061;7061;2021-06-16
7062;7062;2021-12-22
7063;7063;2021-12-13
7064;7064;2021-10-23
7065;7065;2022-04-30
7066;7066;2022-02-08
7067;7067;2021-10-10
7068;7068;2021-09-13
7069;7069;2021-12-11
7070;7070;2022-01-13
7071;7071;2021-06-21
7072;7072;2022-06-06
7073;7073;2021-10-14
7074;7074;2021-11-18
7075;7075;2022-02-20
7076;7076;2021-07-22
7077;7077;2021-09-13
7078;7078;2021-08-18
7079;7079;2021-06-25
7080;7080;2021-09-21
7081;7081;2021-07-16
7082;7082;2021-10-18
7083;7083;2022-04-07
7084;7084;2021-09-25
7085;7085;2022-01-15
7086;7086;2021-06-23
7087;7087;2021-10-01
7088;7088;2021-10-13
7089;7089;2021-07-15
7090;7090;2022-01-05
7091;7091;2021-12-29
7092;7092;2021-12-11
7093;7093;2021-07-06
7094;7094;2021-11-30
7095;7095;2021-10-20
7096;7096;2022-01-14
7097;7097;2021-11-29
7098;7098;2021-08-28
7099;7099;2022-02-19
7100;7100;2021-07-21
7101;7101;2022-04-15
7102;7102;2022-01-07
7103;7103;2021-12-10
7104;7104;2021-09-29
7105;7105;2021-11-21
7106;7106;2021-12-04
7107;7107;2021-12-19
7108;7108;2022-04-18
7109;7109;2021-11-02
7110;7110;2021-12-16
7111;7111;2021-12-10
7112;7112;2021-10-16
7113;7113;2021-06-21
7114;7114;2021-10-19
7115;7115;2021-12-27
7116;7116;2022-03-01
7117;7117;2022-02-02
7118;7118;2021-07-31
7119;7119;2022-01-07
7120;7120;2021-08-20
7121;7121;2022-03-08
7122;7122;2022-04-23
7123;7123;2022-02-03
7124;7124;2021-09-03
7125;7125;2021-06-19
7126;7126;2021-08-17
7127;7127;2022-05-20
7128;7128;2022-02-05
7129;7129;2021-08-25
7130;7130;2022-03-18
7131;7131;2021-06-21
7132;7132;2022-03-24
7133;7133;2022-04-28
7134;7134;2021-11-21
7135;7135;2022-02-05
7136;7136;2021-12-13
7137;7137;2022-04-01
7138;7138;2021-09-30
7139;7139;2021-09-11
7140;7140;2021-11-22
7141;7141;2021-10-05
7142;7142;2021-12-16
7143;7143;2022-02-27
7144;7144;2021-09-23
7145;7145;2022-06-09
7146;7146;2021-06-23
7147;7147;2022-04-27
7148;7148;2022-02-12
7149;7149;2022-05-22
7150;7150;2022-06-13
7151;7151;2022-05-17
7152;7152;2021-12-15
7153;7153;2021-10-22
7154;7154;2022-05-03
7155;7155;2021-09-29
7156;7156;2021-08-06
7157;7157;2021-12-21
7158;7158;2022-02-20
7159;7159;2021-11-27
7160;7160;2021-06-20
7161;7161;2022-05-08
7162;7162;2022-01-19
7163;7163;2021-12-18
7164;7164;2021-10-15
7165;7165;2021-11-11
7166;7166;2021-07-10
7167;7167;2021-08-17
7168;7168;2022-01-14
7169;7169;2021-11-24
7170;7170;2021-07-01
7171;7171;2021-12-10
7172;7172;2021-11-29
7173;7173;2021-06-21
7174;7174;2021-11-09
7175;7175;2021-08-22
7176;7176;2021-08-01
7177;7177;2021-08-26
7178;7178;2021-11-28
7179;7179;2022-05-30
7180;7180;2022-06-01
7181;7181;2022-05-19
7182;7182;2021-09-08
7183;7183;2021-11-24
7184;7184;2021-09-22
7185;7185;2021-08-04
7186;7186;2021-07-29
7187;7187;2022-05-24
7188;7188;2021-12-02
7189;7189;2021-10-13
7190;7190;2022-04-23
7191;7191;2022-03-23
7192;7192;2021-09-24
7193;7193;2021-11-10
7194;7194;2021-11-28
7195;7195;2021-08-18
7196;7196;2022-03-21
7197;7197;2021-07-10
7198;7198;2022-03-29
7199;7199;2022-03-05
7200;7200;2021-09-10
7201;7201;2021-06-24
7202;7202;2022-01-11
7203;7203;2021-10-28
7204;7204;2021-11-15
7205;7205;2021-11-05
7206;7206;2022-05-30
7207;7207;2021-10-02
7208;7208;2022-05-14
7209;7209;2021-12-27
7210;7210;2022-03-07
7211;7211;2021-09-28
7212;7212;2022-06-14
7213;7213;2021-12-29
7214;7214;2022-05-18
7215;7215;2021-10-06
7216;7216;2022-04-04
7217;7217;2021-11-25
7218;7218;2022-04-04
7219;7219;2022-02-07
7220;7220;2022-04-01
7221;7221;2022-05-09
7222;7222;2021-07-25
7223;7223;2022-03-19
7224;7224;2022-05-14
7225;7225;2022-06-10
7226;7226;2021-08-17
7227;7227;2021-10-30
7228;7228;2021-12-10
7229;7229;2022-05-16
7230;7230;2021-07-27
7231;7231;2021-09-07
7232;7232;2022-03-09
7233;7233;2022-02-21
7234;7234;2021-10-05
7235;7235;2021-11-18
7236;7236;2022-05-23
7237;7237;2021-07-30
7238;7238;2021-07-20
7239;7239;2022-02-17
7240;7240;2022-03-23
7241;7241;2022-01-31
7242;7242;2021-12-30
7243;7243;2022-02-18
7244;7244;2021-09-18
7245;7245;2021-08-11
7246;7246;2022-03-14
7247;7247;2022-05-26
7248;7248;2021-11-10
7249;7249;2021-06-25
7250;7250;2021-10-02
7251;7251;2021-12-18
7252;7252;2022-01-09
7253;7253;2021-08-11
7254;7254;2021-07-21
7255;7255;2022-02-03
7256;7256;2021-10-19
7257;7257;2022-02-02
7258;7258;2022-01-04
7259;7259;2022-06-02
7260;7260;2022-03-06
7261;7261;2021-12-29
7262;7262;2022-04-02
7263;7263;2022-04-22
7264;7264;2021-12-27
7265;7265;2021-11-28
7266;7266;2021-08-08
7267;7267;2021-08-25
7268;7268;2022-05-26
7269;7269;2022-03-28
7270;7270;2021-06-24
7271;7271;2022-04-30
7272;7272;2022-05-21
7273;7273;2021-11-01
7274;7274;2021-07-14
7275;7275;2021-07-30
7276;7276;2022-04-10
7277;7277;2021-06-24
7278;7278;2021-11-03
7279;7279;2021-09-06
7280;7280;2021-12-03
7281;7281;2022-04-01
7282;7282;2022-01-27
7283;7283;2021-07-03
7284;7284;2022-01-26
7285;7285;2021-12-15
7286;7286;2022-02-24
7287;7287;2021-07-01
7288;7288;2022-05-26
7289;7289;2021-12-18
7290;7290;2022-01-03
7291;7291;2022-05-06
7292;7292;2021-12-27
7293;7293;2022-01-09
7294;7294;2022-05-26
7295;7295;2021-12-22
7296;7296;2021-11-08
7297;7297;2021-11-09
7298;7298;2022-01-06
7299;7299;2021-11-01
7300;7300;2021-06-16
7301;7301;2021-11-04
7302;7302;2022-04-06
7303;7303;2021-07-17
7304;7304;2022-05-27
7305;7305;2022-02-25
7306;7306;2022-03-28
7307;7307;2021-08-16
7308;7308;2022-03-08
7309;7309;2022-02-03
7310;7310;2022-05-05
7311;7311;2021-09-29
7312;7312;2022-01-15
7313;7313;2021-12-11
7314;7314;2021-08-24
7315;7315;2021-10-24
7316;7316;2021-12-01
7317;7317;2022-03-09
7318;7318;2021-09-10
7319;7319;2021-09-19
7320;7320;2022-01-14
7321;7321;2021-09-29
7322;7322;2022-02-27
7323;7323;2021-06-29
7324;7324;2021-11-06
7325;7325;2021-12-18
7326;7326;2022-04-21
7327;7327;2021-09-20
7328;7328;2021-09-15
7329;7329;2021-12-19
7330;7330;2021-07-08
7331;7331;2021-10-16
7332;7332;2022-02-15
7333;7333;2021-10-19
7334;7334;2021-08-16
7335;7335;2021-10-23
7336;7336;2021-08-12
7337;7337;2021-12-04
7338;7338;2021-07-19
7339;7339;2021-06-19
7340;7340;2022-05-15
7341;7341;2021-08-18
7342;7342;2021-10-29
7343;7343;2021-10-14
7344;7344;2021-10-20
7345;7345;2022-03-11
7346;7346;2021-10-13
7347;7347;2021-09-26
7348;7348;2022-04-18
7349;7349;2021-06-22
7350;7350;2021-07-30
7351;7351;2022-05-29
7352;7352;2021-08-08
7353;7353;2022-04-24
7354;7354;2022-01-01
7355;7355;2022-04-13
7356;7356;2021-11-26
7357;7357;2021-08-28
7358;7358;2021-11-17
7359;7359;2021-08-04
7360;7360;2021-06-24
7361;7361;2021-11-05
7362;7362;2022-03-04
7363;7363;2021-09-20
7364;7364;2021-12-11
7365;7365;2022-02-12
7366;7366;2021-06-29
7367;7367;2021-10-23
7368;7368;2022-02-24
7369;7369;2022-05-08
7370;7370;2021-12-05
7371;7371;2022-03-22
7372;7372;2021-08-27
7373;7373;2022-06-14
7374;7374;2021-08-20
7375;7375;2022-01-31
7376;7376;2021-11-09
7377;7377;2021-09-29
7378;7378;2021-09-19
7379;7379;2021-08-20
7380;7380;2022-01-15
7381;7381;2022-04-19
7382;7382;2022-01-03
7383;7383;2022-01-28
7384;7384;2022-05-14
7385;7385;2022-04-19
7386;7386;2021-07-04
7387;7387;2022-05-10
7388;7388;2021-11-27
7389;7389;2022-06-05
7390;7390;2022-02-07
7391;7391;2022-03-26
7392;7392;2021-11-19
7393;7393;2021-08-17
7394;7394;2021-09-05
7395;7395;2021-08-10
7396;7396;2022-05-09
7397;7397;2021-09-28
7398;7398;2022-02-05
7399;7399;2022-02-04
7400;7400;2021-12-25
7401;7401;2021-12-25
7402;7402;2021-10-14
7403;7403;2022-02-12
7404;7404;2021-11-30
7405;7405;2021-07-17
7406;7406;2022-06-02
7407;7407;2022-05-24
7408;7408;2022-02-14
7409;7409;2022-04-12
7410;7410;2022-05-03
7411;7411;2022-05-11
7412;7412;2022-01-02
7413;7413;2021-07-12
7414;7414;2022-05-17
7415;7415;2022-02-14
7416;7416;2022-05-20
7417;7417;2021-10-03
7418;7418;2021-10-21
7419;7419;2022-01-23
7420;7420;2022-02-05
7421;7421;2022-04-06
7422;7422;2021-10-02
7423;7423;2021-12-23
7424;7424;2022-02-26
7425;7425;2021-07-30
7426;7426;2022-02-16
7427;7427;2021-11-08
7428;7428;2022-05-10
7429;7429;2021-12-28
7430;7430;2021-10-14
7431;7431;2022-03-04
7432;7432;2021-10-09
7433;7433;2021-10-05
7434;7434;2021-11-03
7435;7435;2021-11-18
7436;7436;2022-04-02
7437;7437;2021-12-28
7438;7438;2021-11-18
7439;7439;2021-09-08
7440;7440;2022-02-25
7441;7441;2021-11-13
7442;7442;2021-09-10
7443;7443;2022-04-07
7444;7444;2021-08-14
7445;7445;2021-09-01
7446;7446;2022-03-31
7447;7447;2021-11-25
7448;7448;2022-01-19
7449;7449;2021-11-23
7450;7450;2022-04-28
7451;7451;2021-08-04
7452;7452;2022-04-22
7453;7453;2022-01-01
7454;7454;2021-12-09
7455;7455;2022-04-23
7456;7456;2021-09-01
7457;7457;2021-08-17
7458;7458;2022-02-20
7459;7459;2022-04-09
7460;7460;2022-01-11
7461;7461;2021-09-18
7462;7462;2021-10-09
7463;7463;2022-03-15
7464;7464;2021-11-05
7465;7465;2022-01-18
7466;7466;2021-10-28
7467;7467;2022-03-08
7468;7468;2021-08-12
7469;7469;2021-10-28
7470;7470;2021-07-08
7471;7471;2022-03-18
7472;7472;2021-07-14
7473;7473;2021-10-16
7474;7474;2021-11-12
7475;7475;2021-09-26
7476;7476;2021-09-08
7477;7477;2021-08-23
7478;7478;2022-03-18
7479;7479;2021-10-13
7480;7480;2022-05-20
7481;7481;2021-07-15
7482;7482;2022-02-04
7483;7483;2022-02-18
7484;7484;2021-11-26
7485;7485;2021-10-31
7486;7486;2021-08-13
7487;7487;2022-06-09
7488;7488;2021-12-18
7489;7489;2022-05-10
7490;7490;2022-02-04
7491;7491;2022-01-11
7492;7492;2021-12-10
7493;7493;2022-06-08
7494;7494;2021-09-13
7495;7495;2021-11-21
7496;7496;2022-04-14
7497;7497;2022-01-20
7498;7498;2022-04-01
7499;7499;2021-11-27
7500;7500;2021-12-20
7501;7501;2022-06-14
7502;7502;2022-03-13
7503;7503;2022-03-24
7504;7504;2022-01-10
7505;7505;2021-09-08
7506;7506;2021-09-05
7507;7507;2021-06-20
7508;7508;2021-06-19
7509;7509;2021-12-11
7510;7510;2022-04-03
7511;7511;2022-03-06
7512;7512;2021-10-02
7513;7513;2021-08-09
7514;7514;2021-08-30
7515;7515;2022-05-16
7516;7516;2021-10-22
7517;7517;2021-09-24
7518;7518;2021-11-14
7519;7519;2022-01-05
7520;7520;2022-03-25
7521;7521;2021-07-23
7522;7522;2021-11-28
7523;7523;2021-09-21
7524;7524;2021-11-28
7525;7525;2022-04-24
7526;7526;2021-06-29
7527;7527;2021-10-22
7528;7528;2022-03-16
7529;7529;2021-09-17
7530;7530;2021-06-19
7531;7531;2021-10-08
7532;7532;2021-09-06
7533;7533;2022-01-29
7534;7534;2022-02-14
7535;7535;2021-06-29
7536;7536;2022-03-26
7537;7537;2022-05-19
7538;7538;2022-02-19
7539;7539;2022-05-24
7540;7540;2021-11-02
7541;7541;2021-12-06
7542;7542;2022-01-24
7543;7543;2022-02-28
7544;7544;2022-04-13
7545;7545;2021-06-22
7546;7546;2021-06-25
7547;7547;2021-08-21
7548;7548;2022-03-08
7549;7549;2021-11-01
7550;7550;2021-09-16
7551;7551;2022-04-04
7552;7552;2021-11-10
7553;7553;2021-10-26
7554;7554;2022-06-03
7555;7555;2022-03-15
7556;7556;2021-12-03
7557;7557;2022-04-01
7558;7558;2021-06-29
7559;7559;2022-05-01
7560;7560;2022-02-24
7561;7561;2021-12-03
7562;7562;2021-10-25
7563;7563;2022-02-09
7564;7564;2021-10-18
7565;7565;2021-12-05
7566;7566;2021-12-15
7567;7567;2021-09-18
7568;7568;2022-01-04
7569;7569;2022-01-18
7570;7570;2021-07-23
7571;7571;2021-08-30
7572;7572;2021-11-12
7573;7573;2022-02-06
7574;7574;2021-07-21
7575;7575;2021-06-25
7576;7576;2022-02-10
7577;7577;2021-10-06
7578;7578;2021-11-23
7579;7579;2021-09-26
7580;7580;2022-05-16
7581;7581;2021-12-26
7582;7582;2021-08-08
7583;7583;2021-08-17
7584;7584;2021-12-21
7585;7585;2021-09-30
7586;7586;2022-05-16
7587;7587;2022-01-24
7588;7588;2022-05-19
7589;7589;2021-10-20
7590;7590;2021-10-02
7591;7591;2022-05-23
7592;7592;2022-04-22
7593;7593;2021-11-23
7594;7594;2021-08-24
7595;7595;2022-04-30
7596;7596;2021-11-25
7597;7597;2022-01-30
7598;7598;2021-12-12
7599;7599;2022-02-01
7600;7600;2022-05-07
7601;7601;2021-10-26
7602;7602;2021-09-23
7603;7603;2022-02-16
7604;7604;2021-12-06
7605;7605;2021-07-08
7606;7606;2022-02-26
7607;7607;2022-02-13
7608;7608;2021-06-19
7609;7609;2021-11-13
7610;7610;2022-04-22
7611;7611;2021-08-29
7612;7612;2021-09-16
7613;7613;2021-07-05
7614;7614;2022-05-16
7615;7615;2021-07-19
7616;7616;2022-01-19
7617;7617;2022-04-30
7618;7618;2021-12-26
7619;7619;2021-07-24
7620;7620;2021-09-17
7621;7621;2021-08-05
7622;7622;2021-12-25
7623;7623;2022-02-04
7624;7624;2022-03-10
7625;7625;2021-12-31
7626;7626;2022-01-11
7627;7627;2022-01-23
7628;7628;2022-05-15
7629;7629;2022-03-09
7630;7630;2022-01-03
7631;7631;2022-01-18
7632;7632;2022-05-09
7633;7633;2021-10-04
7634;7634;2022-01-22
7635;7635;2022-03-25
7636;7636;2021-12-26
7637;7637;2021-12-26
7638;7638;2022-03-06
7639;7639;2022-06-08
7640;7640;2022-04-18
7641;7641;2021-07-12
7642;7642;2021-11-10
7643;7643;2022-01-11
7644;7644;2021-10-20
7645;7645;2021-10-25
7646;7646;2021-12-03
7647;7647;2021-08-27
7648;7648;2022-04-20
7649;7649;2021-12-16
7650;7650;2022-03-14
7651;7651;2021-10-01
7652;7652;2021-11-29
7653;7653;2021-08-09
7654;7654;2021-08-17
7655;7655;2022-04-08
7656;7656;2021-07-19
7657;7657;2021-11-26
7658;7658;2021-06-26
7659;7659;2022-06-01
7660;7660;2022-04-20
7661;7661;2022-05-20
7662;7662;2021-07-03
7663;7663;2022-05-05
7664;7664;2022-01-17
7665;7665;2022-02-21
7666;7666;2022-04-17
7667;7667;2021-11-18
7668;7668;2022-03-15
7669;7669;2022-03-10
7670;7670;2021-08-07
7671;7671;2021-11-15
7672;7672;2021-07-26
7673;7673;2021-08-10
7674;7674;2021-07-27
7675;7675;2022-05-05
7676;7676;2022-04-13
7677;7677;2021-08-18
7678;7678;2022-02-17
7679;7679;2022-05-25
7680;7680;2022-02-02
7681;7681;2021-09-02
7682;7682;2022-05-21
7683;7683;2022-05-10
7684;7684;2022-04-17
7685;7685;2021-12-31
7686;7686;2022-03-26
7687;7687;2021-10-30
7688;7688;2022-01-24
7689;7689;2022-01-02
7690;7690;2021-11-09
7691;7691;2022-05-12
7692;7692;2021-11-10
7693;7693;2022-02-11
7694;7694;2021-09-12
7695;7695;2021-12-30
7696;7696;2021-10-26
7697;7697;2022-03-18
7698;7698;2021-09-24
7699;7699;2021-08-13
7700;7700;2022-04-28
7701;7701;2022-06-05
7702;7702;2022-02-01
7703;7703;2022-04-02
7704;7704;2021-09-24
7705;7705;2022-01-03
7706;7706;2022-01-28
7707;7707;2021-09-08
7708;7708;2021-10-08
7709;7709;2021-08-04
7710;7710;2022-05-30
7711;7711;2022-02-16
7712;7712;2022-01-06
7713;7713;2022-02-13
7714;7714;2021-12-19
7715;7715;2022-03-15
7716;7716;2021-11-25
7717;7717;2022-04-02
7718;7718;2022-05-24
7719;7719;2022-04-18
7720;7720;2021-09-03
7721;7721;2021-09-12
7722;7722;2021-09-26
7723;7723;2021-06-22
7724;7724;2021-11-13
7725;7725;2021-12-19
7726;7726;2021-12-27
7727;7727;2021-10-09
7728;7728;2021-11-15
7729;7729;2022-02-24
7730;7730;2022-05-05
7731;7731;2021-12-02
7732;7732;2022-04-30
7733;7733;2021-12-02
7734;7734;2021-07-28
7735;7735;2022-03-22
7736;7736;2021-08-27
7737;7737;2022-02-05
7738;7738;2021-12-16
7739;7739;2022-02-19
7740;7740;2021-10-07
7741;7741;2022-01-28
7742;7742;2021-08-10
